city,code,air_name,air_pinyin
WARRAWAGINE,WRW,,WARRAWAGINE
WESTRAY,WRY,,WESTRAY
WASUA,WSA,,WASUA
STEAMBOATBAY,WSB,,STEAMBOATBAYSPB
中卫,ZHY,宁夏中卫香山机场,ZHONGWEI
SHIRLEY,WSH,,SHIRLEY
圣胡安,WSJ,,SANJUAN
WISEMAN,WSM,,WISEMAN
SOUTHNAKNEK,WSN,,SOUTHNAKNEK
WASHABO,WSO,,WASHABO
WASPAM,WSP,,WASPAM
WASIOR,WSR,,WASIOR
WESTERLY,WST,,WESTERLY
WASU,WSU,,WASU
WESTSOUND,WSX,,WESTSOUND
埃尔利,WSY,,AIRLIEBEACHWHITSUNDA
WESTPORT,WSZ,,WESTPORT
TAMBOHORANO,WTA,,TAMBOHORANO
NEWYORKNY/NE,WTC,,NEWYORKNY/NEWARKWORL
WESTENDINTL,WTD,,WESTENDINTL
WOTJE,WTE,,WOTJE
NOATAK,WTK,,NOATAK
TUNTUTULIAK,WTL,,TUNTUTULIAK
WOTHO,WTO,,WOTHO
WOITAPE,WTP,,WOITAPE
WHITERIVER,WTR,,WHITERIVER
TSIROANOMAND,WTS,,TSIROANOMANDIDY
WANTOAT,WTT,,WANTOAT
WHITIANGA,WTZ,,WHITIANGA
武丁纳,WUD,,WUDINNA
WAU,WUG,,WAU
WILUNA,WUN,,WILUNA
WAUWAW,WUU,,WAUWAW
WUVULUISLAND,WUV,,WUVULUISLAND
WALVISBAYROO,WVB,,WALVISBAYROOIKOP
WATSONVILLE,WVI,,WATSONVILLE
MANAKARA,WVK,,MANAKARA
WATERVILLER.,WVL,,WATERVILLER.LAFLEU
WILHELMSHAVE,WVN,,WILHELMSHAVEN
WASILLA,WWA,,WASILLA
CAPEMAY,WWD,,CAPEMAY
WOODIEWOODIE,WWI,,WOODIEWOODIE
WEWAKBORAM,WWK,,WEWAKBORAM
WHALEPASS,WWP,,WHALEPASS
WOODWARD,WWR,,WOODWARD
NEWTOK,WWT,,NEWTOK
WESTWYALONG,WWY,,WESTWYALONG
怀阿拉,WYA,,WHYALLA
YESBAY,WYB,,YESBAY
YENGEMA,WYE,,YENGEMA
温德姆,WYN,,WYNDHAM
WESTYELLOWST,WYS,,WESTYELLOWSTONE
NASSAU,WZY,,NASSAU
ALAMOS,XAL,,ALAMOS
CHAPECO,XAP,,CHAPECO
ARIBINDA,XAR,,ARIBINDA
SAUL,XAU,,SAUL
XAYABURY,XAY,,XAYABURY
BLUBBERBAY,XBB,,BLUBBERBAY
BEARSKINLAKE,XBE,,BEARSKINLAKE
BOGANDE,XBG,,BOGANDE
比尔詹德,XBJ,,BIRJAND
BUNOBEDELLE,XBL,,BUNOBEDELLE
BINIGUNI,XBN,,BINIGUNI
布尔萨,XBO,,BOULSA
BROCKVILLE,XBR,,BROCKVILLE
KILLINEQ,XBW,,KILLINEQ
圣诞岛,XCH,,CHRISTMASISLAND
CLUFFLAKE,XCL,,CLUFFLAKE
查塔姆群岛,XCM,,CHATHAM
CORON,XCN,,CORON
科拉克,XCO,,COLAC
LILLERAILSER,XDB,,LILLERAILSERVICE
DIEBOUGOU,XDE,,DIEBOUGOU
吉博,XDJ,,DJIBO
STRASBOURGBU,XER,,STRASBOURGBUSSTATION
LAKEGENEVA,XES,,LAKEGENEVA
FINKENWERDER,XFW,,FINKENWERDER
加瓦,XGA,,GAOUA
戈罗姆戈罗姆,XGG,,GOROM-GOROM
GRANVILLELAK,XGL,,GRANVILLELAKE
XANGONGO,XGN,,XANGONGO
KANGIQSUALUJ,XGR,,KANGIQSUALUJJUAQ
XIENGLOM,XIE,,XIENGLOM
XINGUARAMUNI,XIG,,XINGUARAMUNICIPAL
KANTCHARI,XKA,,KANTCHARI
XIENGKHOUANG,XKH,,XIENGKHOUANG
KEMANO,XKO,,KEMANO
KASABONIKA,XKS,,KASABONIKA
卡亚,XKY,,KAYA
LACBROCHE,XLB,,LACBROCHE
LEAFBAY,XLF,,LEAFBAY
LONGXUYEN,XLO,,LONGXUYEN
圣路易斯,XLS,,ST.LOUIS
LEO,XLU,,LEO
LEMWERDER,XLW,,LEMWERDER
MBAHIAKRO,XMB,,MBAHIAKRO
MALLACOOTA,XMC,,MALLACOOTA
麦迪逊,XMD,,MADISON
马亨德拉那加,XMG,,MAHENDRANAGAR
MANIHI,XMH,,MANIHI
MASASI,XMI,,MASASI
MINLATON,XML,,MINLATON
MACMILLANPAS,XMP,,MACMILLANPASS
马卡斯,XMS,,MACAS
YAMISLAND,XMY,,YAMISLAND
FAYETTEVI,XNA,,FAYETTEVI
广义,XNG,,QUANGNGAI
努纳,XNU,,NOUNA
PAMAPANGIA,XPA,,PAMAPANGIA
巴黎,XPG,,PARIS
PUKATAWAGA,XPK,,PUKATAWAGA
COMAYAGUAPAL,XPL,,COMAYAGUAPALMEROLA
POPLARRIVER,XPP,,POPLARRIVER
PINERIDGE,XPR,,PINERIDGE
WESTKUPARUK,XPU,,WESTKUPARUK
克波斯,XQP,,QUEPOS
QUALICUM,XQU,,QUALICUM
ROSSRIVER,XRR,,ROSSRIVER
JEREZDELAFRO,XRY,,JEREZDELAFRONTERA
SINOEAFC,XSA,,SINOEAFC
SOUTHCAICOSI,XSC,,SOUTHCAICOSINTL
TONOPAHTESTR,XSD,,TONOPAHTESTRANGE
塞巴,XSE,,SEBBA
SOUTHINDIANL,XSI,,SOUTHINDIANLAKE
ST.MARYS,XSM,,ST.MARYS
SIOCON,XSO,,SIOCON
SINGAPORE,XSP,,SINGAPORE
THARGOMINDAH,XTG,,THARGOMINDAH
TADOULELAKE,XTL,,TADOULELAKE
TAROOM,XTO,,TAROOM
TARA,XTR,,TARA
永隆,XVL,,VINHLONG
VALENCIENNES,XVS,,VALENCIENNESRAIL
扬迪纳,XYA,,YANDINA
LYONPART-DIE,XYD,,LYONPART-DIEURAILSTA
耶城,XYE,,YE
YELLOWRIVER,XYR,,YELLOWRIVER
TOULOUSEMONT,XYT,,TOULOUSEMONTAUDRAN
ZABRE,XZA,,ZABRE
ANAHIMLAKE,YAA,,ANAHIMLAKE
ARCTICBAY,YAB,,ARCTICBAY
CATLAKE,YAC,,CATLAKE
LAGRANDELAGR,YAD,,LAGRANDELAGRANDE3QUE
ASBESTOSHILL,YAF,,ASBESTOSHILL
FORTFRANCES,YAG,,FORTFRANCES
LAGRANDE4,YAH,,LAGRANDE4
CHILLAN,YAI,,CHILLAN
亚库塔特,YAK,,YAKUTAT
ALERTBAY,YAL,,ALERTBAY
SAULTSTEMARI,YAM,,SAULTSTEMARIE
扬甘比,YAN,,YANGAMBI
雅温德,YAO,,YAOUNDE
雅浦群岛,YAP,,YAP
LAGRANDE3,YAR,,LAGRANDE3
亚萨瓦群岛,YAS,,YASAWA
ATTAWAPISKAT,YAT,,ATTAWAPISKAT
HALIFAXSHEAR,YAW,,HALIFAXSHEARWATER
ANGLINGLAKE,YAX,,ANGLINGLAKE
STANTHONY,YAY,,STANTHONY
TOFINO,YAZ,,TOFINO
BANFFALB,YBA,,BANFFALB
PELLYBAYTOWN,YBB,,PELLYBAYTOWNSITE
BAIECOME,YBC,,BAIECOME
URANIUMCITY,YBE,,URANIUMCITY
BAMFIELD,YBF,,BAMFIELD
BAGOTVILLE,YBG,,BAGOTVILLE
BULLHARBOUR,YBH,,BULLHARBOUR
BLACKTICKLE,YBI,,BLACKTICKLE
BAIEJOHANBEE,YBJ,,BAIEJOHANBEETZ
BAKERLAKE,YBK,,BAKERLAKE
CAMPBELLRIVE,YBL,,CAMPBELLRIVER
BRONSONCREEK,YBM,,BRONSONCREEK
BOBQUINNLAKE,YBO,,BOBQUINNLAKE
BRANDON,YBR,,BRANDON
BROCHET,YBT,,BROCHET
BERENSRIVER,YBV,,BERENSRIVER
BEDWELLHARBO,YBW,,BEDWELLHARBOR
BLANCSABLON,YBX,,BLANCSABLON
BONNYVILLE,YBY,,BONNYVILLE
TORONTODOWNT,YBZ,,TORONTODOWNTOWN
COURTENAY,YCA,,COURTENAY
CAMBRIDBAY,YCB,,CAMBRIDBAY
CORNWALLREGI,YCC,,CORNWALLREGIONAL
NANAIMO,YCD,,NANAIMO
CENTRALIACEN,YCE,,CENTRALIACENTRALIA
CORTESBAY,YCF,,CORTESBAY
CASTLEGAR,YCG,,CASTLEGAR
MIRAMICHI,YCH,,MIRAMICHI
CARIBOUISLAN,YCI,,CARIBOUISLAND
CAPEST.JAMES,YCJ,,CAPEST.JAMES
COLVILLELAKE,YCK,,COLVILLELAKE
CHARLO,YCL,,CHARLO
ST.CATHARINE,YCM,,ST.CATHARINES
COCHRANE,YCN,,COCHRANE
COPPERMINE,YCO,,COPPERMINE
CO-OPPOINT,YCP,,CO-OPPOINT
CHETWYND,YCQ,,CHETWYND
CROSSLAKE,YCR,,CROSSLAKE
CHESTERFIELD,YCS,,CHESTERFIELD
CARTIERVILLE,YCV,,CARTIERVILLE
CHILLIWACK,YCW,,CHILLIWACK
GAGETOWN,YCX,,GAGETOWN
CLYDERIVER,YCY,,CLYDERIVER
CRESTON,YCZ,,CRESTON
DAWSONCITY,YDA,,DAWSONCITY
BURWASHLANDI,YDB,,BURWASHLANDINGS
DRAYTONVALLE,YDC,,DRAYTONVALLEYINDUSTR
PARADISERIVE,YDE,,PARADISERIVER
DEERLAKENF,YDF,,DEERLAKENF
DIGBYMUNICIP,YDG,,DIGBYMUNICIPAL
DAVISINLET,YDI,,DAVISINLET
MAINDUCKISLA,YDK,,MAINDUCKISLAND
DEASELAKE,YDL,,DEASELAKE
DAUPHIN,YDN,,DAUPHIN
DOLBEAUMETHO,YDO,,DOLBEAUMETHODE
NAIN,YDP,,NAIN
DAWSONCREEK,YDQ,,DAWSONCREEK
BROADVIEW,YDR,,BROADVIEW
DESOLATIONSO,YDS,,DESOLATIONSOUND
VANCOUVERBOU,YDT,,VANCOUVERBOUNDARY
BLOODVEIN,YDV,,BLOODVEIN
DOCCREEK,YDX,,DOCCREEK
YECHON,YEC,,YECHON
EDMONTONNAMA,YED,,EDMONTONNAMAOFLD
爱德蒙顿,YEG,,EDMONTON
ENNADAILAKE,YEI,,ENNADAILAKE
ESKIMOPOINT,YEK,,ESKIMOPOINT
ELLIOTLAKE,YEL,,ELLIOTLAKE
ESTEVAN,YEN,,ESTEVAN
YEOVILTON,YEO,,YEOVILTON
ESTEVANPOINT,YEP,,ESTEVANPOINT
YENKIS,YEQ,,YENKIS
FORTSEVERN,YER,,FORTSEVERN
EDSON,YET,,EDSON
尤里卡,YEU,,EUREKA
伊努维克,YEV,,INUVIK
AMOS,YEY,,AMOS
FORTALBANY,YFA,,FORTALBANY
伊魁特,YFB,,IQALUIT
弗雷德里顿,YFC,,FREDERICTON
FORESTVILLE,YFE,,FORESTVILLE
FONTANGES,YFG,,FONTANGES
FORTHOPE,YFH,,FORTHOPE
FORTRELIANCE,YFL,,FORTRELIANCE
FLINFLON,YFO,,FLINFLON
FT.RESOLUTIO,YFR,,FT.RESOLUTION
FT.SIMPSON,YFS,,FT.SIMPSON
FOXHARBOUR/S,YFX,,FOXHARBOUR/ST.LEWIS
GAGNON,YGA,,GAGNON
GILLIESBAY,YGB,,GILLIESBAY
GORGEHARBOR,YGE,,GORGEHARBOR
GANGESHARBOR,YGG,,GANGESHARBOR
FT.GOODHOPE,YGH,,FT.GOODHOPE
米子,YGJ,,YONAGO
金斯敦,YGK,,KINGSTON
LAGRANDE,YGL,,LAGRANDE
GIMLI,YGM,,GIMLI
GREENWAYSOUN,YGN,,GREENWAYSOUND
GODSNARROWS,YGO,,GODSNARROWS
GASPE,YGP,,GASPE
杰拉尔顿,YGQ,,GERALDTON
ILESDELAMADE,YGR,,ILESDELAMADELEINE
GERMANSEN,YGS,,GERMANSEN
IGLOOLIK,YGT,,IGLOOLIK
HAVRESTPIERR,YGV,,HAVRESTPIERRE
KUUJJUARAP,YGW,,KUUJJUARAP
GILLAM,YGX,,GILLAM
DECEPTION,YGY,,DECEPTION
GRISEFIORD,YGZ,,GRISEFIORD
PORTHOPESIMP,YHA,,PORTHOPESIMPSON
HUDSONBAY,YHB,,HUDSONBAY
HAKAIPASS,YHC,,HAKAIPASS
DRYDEN,YHD,,DRYDEN
HOPE,YHE,,HOPE
HEARST,YHF,,HEARST
夏洛特敦,YHG,,CHARLOTTETOWN
HOLMANISLAND,YHI,,HOLMANISLAND
GJOAHAVEN,YHK,,GJOAHAVEN
HAMILTONMUNI,YHM,,HAMILTONMUNICIPAL
HORNEPAYNE,YHN,,HORNEPAYNE
HOPEDALE,YHO,,HOPEDALE
POPLARHILL,YHP,,POPLARHILL
HARRINGTON,YHR,,HARRINGTON
SECHELTGIBSO,YHS,,SECHELTGIBSON
HAINESJUNCTI,YHT,,HAINESJUNCTION
MONTREALST.H,YHU,,MONTREALST.HUBERT
HAYRIVER,YHY,,HAYRIVER
哈利法克斯,YHZ,,HALIFAX
ATIKOKAN,YIB,,ATIKOKAN
ISACHSEN,YIC,,ISACHSEN
PAKUASHIPI,YIF,,PAKUASHIPI
BIGBAYMARINA,YIG,,BIGBAYMARINA
IVUJIVIK,YIK,,IVUJIVIK
PONDINLET,YIO,,PONDINLET
DETROITWILLO,YIP,,DETROITWILLOWRUN
ISLANDLAKE/G,YIV,,ISLANDLAKE/GARDENHIL
PORTRADIUM,YIX,,PORTRADIUM
JASPERHINTON,YJA,,JASPERHINTON
FORTLIARD,YJF,,FORTLIARD
ST.JEAN,YJN,,ST.JEAN
JOHNNYMOUNTA,YJO,,JOHNNYMOUNTAIN
STEPHENVILLE,YJT,,STEPHENVILLE
坎卢普斯,YKA,,KAMLOOPS
COLLINSBAY,YKC,,COLLINSBAY
KINCARDINETO,YKD,,KINCARDINETOWNSHIP
KNEELAKE,YKE,,KNEELAKE
基奇纳,YKF,,KITCHENER
KANGIRSUK,YKG,,KANGIRSUK
KEYLAKE,YKJ,,KEYLAKE
KITKATLA,YKK,,KITKATLA
SCHEFFERV,YKL,,SCHEFFERV
亚基马,YKM,,YAKIMA
YANKTON,YKN,,YANKTON
WASKAGANISH,YKQ,,WASKAGANISH
雅库茨克,YKS,,YAKUTSK
KLEMTU,YKT,,KLEMTU
CHISASIBI,YKU,,CHISASIBI
KIRKLANDLAKE,YKX,,KIRKLANDLAKE
KINDERSLEY,YKY,,KINDERSLEY
TORONTOBUTTO,YKZ,,TORONTOBUTTONVLE
LANGARA,YLA,,LANGARA
LACBICHE,YLB,,LACBICHE
LAKEHARBOUR,YLC,,LAKEHARBOUR
CHAPLEAU,YLD,,CHAPLEAU
LACLAMARTRE,YLE,,LACLAMARTRE
LAFORGES,YLF,,LAFORGES
亚尔古,YLG,,YALGOO
LANSDOWNEHOU,YLH,,LANSDOWNEHOUSE
上维耶斯卡,YLI,,YLIVIESKA
MEADOWLAKE,YLJ,,MEADOWLAKE
LLOYDMINSTER,YLL,,LLOYDMINSTER
CLINTONCREEK,YLM,,CLINTONCREEK
MINGAN,YLP,,MINGAN
LATUQUE,YLQ,,LATUQUE
LEAFRAPID,YLR,,LEAFRAPID
LEBEL-SUR-QU,YLS,,LEBEL-SUR-QUEVILLON
ALERT,YLT,,ALERT
基洛纳,YLW,,KELOWNA
梅奥,YMA,,MAYO
MERRITT,YMB,,MERRITT
MARICOURTAIR,YMC,,MARICOURTAIRSTRIP
MOULDBAY,YMD,,MOULDBAY
MATANE,YME,,MATANE
MONTAGUEHARB,YMF,,MONTAGUEHARBOR
MANITOUWADGE,YMG,,MANITOUWADGE
MARYSHARBOUR,YMH,,MARYSHARBOUR
MINAKI,YMI,,MINAKI
MOOSEJAW,YMJ,,MOOSEJAW
MURRAYBAYCHA,YML,,MURRAYBAYCHARLEVOIX
FTMCMURRAY,YMM,,FTMCMURRAY
MAKKOVIK,YMN,,MAKKOVIK
MOOSONEE,YMO,,MOOSONEE
PORTMCNEILSP,YMP,,PORTMCNEILSPB
尤里马瓜斯,YMS,,YURIMAGUAS
CHIBOUGAM,YMT,,CHIBOUGAM
蒙特利尔,YMX,,MONTREAL
MONTREALVICT,YMY,,MONTREALVICTORIASTOL
NATASHQUAN,YNA,,NATASHQUAN
YANBO,YNB,,YANBO
WEMINDJI,YNC,,WEMINDJI
GATINEAU/HUL,YND,,GATINEAU/HULL
NORWAYHOUSE,YNE,,NORWAYHOUSE
沙伦,YNG,,SHARON
HUDSONHOPE,YNH,,HUDSONHOPE
NITCHEQUON,YNI,,NITCHEQUON
NOOTKASOUND,YNK,,NOOTKASOUND
POINTSNORTHL,YNL,,POINTSNORTHLANDING
MATAGAMI,YNM,,MATAGAMI
NORTHSPIRITL,YNO,,NORTHSPIRITLAKE
ARNES,YNR,,ARNES
NEMISCAU,YNS,,NEMISCAU
EKATI,YOA,,EKATI
OLDCROW,YOC,,OLDCROW
COLDLAKE,YOD,,COLDLAKE
FALHER,YOE,,FALHER
OGOKI,YOG,,OGOKI
OXFORDHOUSE,YOH,,OXFORDHOUSE
HIGHLEVEL,YOJ,,HIGHLEVEL
横滨,YOK,,YOKOHAMA
约拉,YOL,,YOLA
OSHAWA,YOO,,OSHAWA
RAINBOWLAKE,YOP,,RAINBOWLAKE
REAPOINT,YOX,,REAPOINT
PRINCEALBERT,YPA,,PRINCEALBERT
PORTALBERNI,YPB,,PORTALBERNI
PAULATUK,YPC,,PAULATUK
PARRYSOUND,YPD,,PARRYSOUND
PEACERIVER,YPE,,PEACERIVER
ESQUIMALT,YPF,,ESQUIMALT
PORTAGELAPRA,YPG,,PORTAGELAPRAIRIE
INUKJUAK,YPH,,INUKJUAK
PORTSIMPSON,YPI,,PORTSIMPSON
AUPALUK,YPJ,,AUPALUK
PICKLELAKE,YPL,,PICKLELAKE
PIKANGIKUM,YPM,,PIKANGIKUM
PORTMENIER,YPN,,PORTMENIER
PEAWANUCK,YPO,,PEAWANUCK
PINEPOINT,YPP,,PINEPOINT
PETERBOROUGH,YPQ,,PETERBOROUGH
鲁佩特王子城,YPR,,PRINCERUPERT
PORTHAWKESBU,YPS,,PORTHAWKESBURY
PENDERHARBOR,YPT,,PENDERHARBOR
POWELLRIVER,YPW,,POWELLRIVER
POVUNGNITUK,YPX,,POVUNGNITUK
FT.CHIPEWYAN,YPY,,FT.CHIPEWYAN
BURNSLAKE,YPZ,,BURNSLAKE
MUSKOKA,YQA,,MUSKOKA
魁北克,YQB,,QUEBEC
QUAQTAQ,YQC,,QUAQTAQ
THEPAS,YQD,,THEPAS
金伯利,YQE,,KIMBERLEY
雷德迪尔,YQF,,REDDEER
温莎,YQG,,WINDSOR
WATSONLAKE,YQH,,WATSONLAKE
雅茅斯,YQI,,YARMOUTH
KENORA,YQK,,KENORA
莱斯布里奇,YQL,,LETHBRIDGE
MONCTON,YQM,,MONCTON
NAKINA,YQN,,NAKINA
COMOX,YQQ,,COMOX
里贾纳,YQR,,REGINA
圣托马斯,YQS,,ST.THOMAS
桑德贝,YQT,,THUNDERBAY
大草原城,YQU,,GRANDEPRAIRIE
约克顿,YQV,,YORKTON
NORTHBATTLEF,YQW,,NORTHBATTLEFORD
GANDER,YQX,,GANDER
上海,SHA,上海虹桥机场,SHANGHAIHONGQIAO
QUESNEL,YQZ,,QUESNEL
RAELAKES,YRA,,RAELAKES
RESOLUTE,YRB,,RESOLUTE
DEANRIVER,YRD,,DEANRIVER
RESOLUTIONIS,YRE,,RESOLUTIONISLAND
CARTWRIGHT,YRF,,CARTWRIGHT
RIGOLET,YRG,,RIGOLET
RIVIEREDULOU,YRI,,RIVIEREDULOUP
ROBERVAL,YRJ,,ROBERVAL
REDLAKE,YRL,,REDLAKE
ROCKYMOUNTAI,YRM,,ROCKYMOUNTAINHOUSE
RIVERSINLET,YRN,,RIVERSINLET
OTTAWAROCKCL,YRO,,OTTAWAROCKCLIFFEST
THREERIVERS,YRQ,,THREERIVERS
STUARTISLAND,YRR,,STUARTISLAND
REDSUCKERLAK,YRS,,REDSUCKERLAKE
RANKININLET,YRT,,RANKININLET
REVELSTOKE,YRV,,REVELSTOKE
SABLEISLAND,YSA,,SABLEISLAND
萨德伯里,YSB,,SUDBURY
SHERBROOKE,YSC,,SHERBROOKE
SUFFIELD,YSD,,SUFFIELD
SWANRIVER,YSE,,SWANRIVER
STONYRAPIDS,YSF,,STONYRAPIDS
SNOWDRIFT,YSG,,SNOWDRIFT
SMITHFALLS,YSH,,SMITHFALLS
SANSSOUCI,YSI,,SANSSOUCI
STJOHN,YSJ,,STJOHN
SANIKILUAQ,YSK,,SANIKILUAQ
SAINTLEONARD,YSL,,SAINTLEONARD
史密斯堡,YSM,,FORTSMITH
SALMONARM,YSN,,SALMONARM
POSTVILLE,YSO,,POSTVILLE
MARATHON,YSP,,MARATHON
NANISIVIK,YSR,,NANISIVIK
ST.THERESEPO,YST,,ST.THERESEPOINT
SUMMERSIDE,YSU,,SUMMERSIDE
SAGLEK,YSV,,SAGLEK
SHEARWATER,YSX,,SHEARWATER
SACHSHARBOUR,YSY,,SACHSHARBOUR
SQUIRRELCOVE,YSZ,,SQUIRRELCOVE
PEMBROKE,YTA,,PEMBROKE
HARTLEYBAY,YTB,,HARTLEYBAY
STURDEE,YTC,,STURDEE
THICKETPORTA,YTD,,THICKETPORTAGE
CAPEDORSET,YTE,,CAPEDORSET
ALMA,YTF,,ALMA
SULLIVANBAYS,YTG,,SULLIVANBAYSPB
THOMPSON,YTH,,THOMPSON
TERRACEBAY,YTJ,,TERRACEBAY
TULUGAK,YTK,,TULUGAK
BIGTROUTLAKE,YTL,,BIGTROUTLAKE
RIVIEREAUTON,YTN,,RIVIEREAUTONNERRE
TOFINOSPB,YTP,,TOFINOSPB
TASIUJUAQ,YTQ,,TASIUJUAQ
特伦顿,YTR,,TRENTON
TIMMINS,YTS,,TIMMINS
TISDALE,YTT,,TISDALE
TELEGRAPHCRE,YTX,,TELEGRAPHCREEK
多伦多,YTZ,,TORONTO
TUKTOYAKTUK,YUB,,TUKTOYAKTUK
UMIUJAQ,YUD,,UMIUJAQ
延杜穆,YUE,,YUENDUMU
PELLYBAYDEWL,YUF,,PELLYBAYDEWLINE
CLINTONPOINT,YUH,,CLINTONPOINT
CAPEYOUNG,YUI,,CAPEYOUNG
LADYFRANKLIN,YUJ,,LADYFRANKLIN
拜伦湾,YUK,,BYRONBAY
蒙特利尔,YUL,,MONTREAL
尤马,YUM,尤马国际机场,"YUMA,AZ"
JOHNSONPOINT,YUN,,JOHNSONPOINT
GLADMANPOINT,YUR,,GLADMANPOINT
REPULSEBAY,YUT,,REPULSEBAY
DEWARLAKES,YUW,,DEWARLAKES
HALLBEACH,YUX,,HALLBEACH
ROUYNNORTH,YUY,,ROUYNNORTH
莫罗尼,YVA,,MORONI
BONAVENTURE,YVB,,BONAVENTURE
LARONGE,YVC,,LARONGE
YEVA,YVD,,YEVA
VERNON,YVE,,VERNON
VERMILION,YVG,,VERMILION
BROUGHTONISL,YVM,,BROUGHTONISLAND
CAPEDYER,YVN,,CAPEDYER
BOURLAMAQ,YVO,,BOURLAMAQ
KUUJJUAQ,YVP,,KUUJJUAQ
NORMANWELLS,YVQ,,NORMANWELLS
BUFFALONARRO,YVT,,BUFFALONARROWS
WIARTON,YVV,,WIARTON
DEERLAKE,YVZ,,DEERLAKE
PETAWAWA,YWA,,PETAWAWA
KANGIQSUJUAQ,YWB,,KANGIQSUJUAQ
HALIFAXWATER,YWF,,HALIFAXWATERFRONT
温尼伯,YWG,,WINNIPEG
VICTORIAINNE,YWH,,VICTORIAINNERHARBOUR
FORTFRANKLIN,YWJ,,FORTFRANKLIN
WABUSH,YWK,,WABUSH
WILLIAMSLAKE,YWL,,WILLIAMSLAKE
WILLIAMSHARB,YWM,,WILLIAMSHARBOUR
WINISK,YWN,,WINISK
LUPINPOINT,YWO,,LUPINPOINT
WEBEQUIE,YWP,,WEBEQUIE
CHUTEDESPASS,YWQ,,CHUTEDESPASSES
WHITERIVER,YWR,,WHITERIVER
WHISTLER,YWS,,WHISTLER
WRIGLEY,YWY,,WRIGLEY
克兰布鲁克,YXC,,CRANBROOK
埃德蒙顿,YXD,,EDMONTON
萨斯卡通,YXE,,SASKATOON
SNAKERIVER,YXF,,SNAKERIVER
梅迪辛哈特,YXH,,MEDICINEHAT
KILLALOC,YXI,,KILLALOC
FORTSTJOHN,YXJ,,FORTSTJOHN
RIMOUSKI,YXK,,RIMOUSKI
SIOUXLOOKOUT,YXL,,SIOUXLOOKOUT
WHALECOVE,YXN,,WHALECOVE
PANGNIRTUNG,YXP,,PANGNIRTUNG
EARLTON,YXR,,EARLTON
乔治王子城,YXS,,PRINCEGEORGE
TERRACE,YXT,,TERRACE
伦敦,YXU,,LONDON
阿博茨福德,YXX,,ABBOTSFORD
怀特霍斯,YXY,,WHITEHORSE
WAWA,YXZ,,WAWA
BIGBAYYACHTC,YYA,,BIGBAYYACHTCLUB
NORTHBAY,YYB,,NORTHBAY
卡尔加里,YYC,,CALGARY
SMITHERS,YYD,,SMITHERS
纳尔逊堡,YYE,,FORTNELSON
彭蒂克顿,YYF,,PENTICTON
CHARLOTTOWNP,YYG,,CHARLOTTOWNPE
TALOYOAK,YYH,,TALOYOAK
河流,YYI,,RIVERS
维多利亚,YYJ,,VICTORIA
LYNNLAKE,YYL,,LYNNLAKE
COWLEY,YYM,,COWLEY
SWIFTCURRENT,YYN,,SWIFTCURRENT
CHURCHILL,YYQ,,CHURCHILL
古斯湾,YYR,,GOOSEBAY
圣约翰,YYT,,STJOHNS
KAPUSKASING,YYU,,KAPUSKASING
ARMSTRONG,YYW,,ARMSTRONG
MONTJOLI,YYY,,MONTJOLI
多伦多,YYZ,,TORONTO
ASHCROFT,YZA,,ASHCROFT
BEATTONRIVER,YZC,,BEATTONRIVER
TORONTOTORON,YZD,,"TORONTOTORONTO,DOWNS"
GOREBAY,YZE,,GOREBAY
耶洛奈夫,YZF,,YELLOWKNIFE
SALLUIT,YZG,,SALLUIT
SLAVELAKE,YZH,,SLAVELAKE
LIARDRIVER,YZL,,LIARDRIVER
BUCHANS,YZM,,BUCHANS
SANDSPIT,YZP,,SANDSPIT
SARNIA,YZR,,SARNIA
CORALHARBOR,YZS,,CORALHARBOR
PORTHARDY,YZT,,PORTHARDY
WHITECOURT,YZU,,WHITECOURT
SEPT-ILES,YZV,,SEPT-ILES
TESLIN,YZW,,TESLIN
格林伍德,YZX,,GREENWOOD
ALICEARM/KIT,ZAA,,ALICEARM/KITSAULT
约克,ZAC,,YORKLANDING
扎达尔,ZAD,,ZADAR
萨格勒布,ZAG,,ZAGREB
扎黑丹,ZAH,,ZAHEDAN
扎兰季,ZAJ,,ZARANJ
VALDIVIA,ZAL,,VALDIVIA
三宝颜,ZAM,,ZAMBOANGA
CAHORSLALBEN,ZAO,,CAHORSLALBENQUE
扎利亚,ZAR,,ZARIA
ANTWERPBUSST,ZAY,,ANTWERPBUSSTATION
萨拉戈萨,ZAZ,,ZARAGOZA
巴瑟斯特,ZBF,,BATHURST
ZABLJAK,ZBK,,ZABLJAK
BILOELA,ZBL,,BILOELA
BROMONT-TEST,ZBM,,BROMONT-TEST
鲍恩,ZBO,,BOWEN
CHAH-BAHAR,ZBR,,CHAH-BAHAR
SAYABOURY,ZBY,,SAYABOURY
萨卡特卡斯,ZCL,,ZACATECASLACALERA
特木科,ZCO,,TEMUCO
BASEL/MULHOU,ZDH,,BASEL/MULHOUSESSBRAI
BERNERRSTATI,ZDJ,,BERNERRSTATION
DUNDEESCOTRA,ZDU,,DUNDEESCOTRAIL
瑟孔达,ZEC,,SECUNDA
SENGGO,ZEG,,SENGGO
BELLABELLA,ZEL,,BELLABELLA
EASTMAIN,ZEM,,EASTMAIN
ZENAG,ZEN,,ZENAG
齐罗,ZER,,ZERO
法鲁,ZFA,,FARO
OLDFORTBAY,ZFB,,OLDFORTBAY
