vertex_name,col_name
edge_school_sub_college,start_school_id
edge_school_sub_college,end_college_id
edge_school_sub_college,tablename
edge_person_hire_autolpn,start_person
edge_person_hire_autolpn,end_autolpn
edge_person_hire_autolpn,start_time
edge_person_hire_autolpn,end_time
edge_person_hire_autolpn,tablename
edge_phonenumber_use_imsi,phone
edge_phonenumber_use_imsi,imsi
edge_phonenumber_use_imsi,start_time
edge_phonenumber_use_imsi,end_time
edge_phonenumber_use_imsi,tablename
edge_phone_sendpackage_phone,start_phone
edge_phone_sendpackage_phone,end_phone
edge_phone_sendpackage_phone,start_time
edge_phone_sendpackage_phone,end_time
edge_phone_sendpackage_phone,num
edge_phone_sendpackage_phone,tablename
edge_person_checkin_airline,sfzh
edge_person_checkin_airline,airlineid
edge_person_checkin_airline,hbh
edge_person_checkin_airline,cwdj
edge_person_checkin_airline,zwh
edge_person_checkin_airline,hbrq
edge_person_checkin_airline,zjsj
edge_person_checkin_airline,djk
edge_person_checkin_airline,sfd
edge_person_checkin_airline,mdd
edge_person_checkin_airline,tablename
edge_person_stay_jail_kss,sfzh
edge_person_stay_jail_kss,jsbh
edge_person_stay_jail_kss,sylx
edge_person_stay_jail_kss,sxzm
edge_person_stay_jail_kss,start_time
edge_person_stay_jail_kss,end_time
edge_person_stay_jail_kss,fjh
edge_person_stay_jail_kss,tablename
edge_certificate_link_person,certificateid
edge_certificate_link_person,sfzh
edge_certificate_link_person,start_time
edge_certificate_link_person,end_time
edge_certificate_link_person,num
edge_certificate_link_person,tablename
edge_person_link_drivinglicense,sfzh
edge_person_link_drivinglicense,drivinglicense
edge_person_link_drivinglicense,start_time
edge_person_link_drivinglicense,end_time
edge_person_link_drivinglicense,tablename
edge_person_has_nchca,sfzh
edge_person_has_nchca,nchca
edge_person_has_nchca,link_time
edge_person_has_nchca,tablename
edge_find_common_father,sfzh1
edge_find_common_father,sfzh2
edge_phone_receive_package,phone
edge_phone_receive_package,packageid
edge_phone_receive_package,receive_time
edge_phone_receive_package,tablename
edge_find_common_guardian,sfzh1
edge_find_common_guardian,sfzh2
edge_person_legal_com,start_person
edge_person_legal_com,end_company
edge_person_legal_com,start_time
edge_person_legal_com,end_time
edge_person_legal_com,tablename
edge_person_work_com2,start_person
edge_person_work_com2,end_company
edge_person_work_com2,start_time
edge_person_work_com2,end_time
edge_person_work_com2,tablename
edge_same_kss_house,sfzh1
edge_same_kss_house,sfzh2
edge_same_kss_house,data
edge_same_kss_house,num
edge_same_kss_house,start_time
edge_same_kss_house,end_time
edge_same_qjs_house,sfzh1
edge_same_qjs_house,sfzh2
edge_same_qjs_house,data
edge_same_qjs_house,num
edge_same_qjs_house,start_time
edge_same_qjs_house,end_time
edge_email_send_email,start_email
edge_email_send_email,end_email
edge_email_send_email,start_time
edge_email_send_email,end_time
edge_email_send_email,num
edge_email_send_email,tablename
edge_case_VictimIs_person,asjbh
edge_case_VictimIs_person,sfzh
edge_case_VictimIs_person,start_time
edge_case_VictimIs_person,end_time
edge_case_VictimIs_person,tablename
edge_person_open_vbn,sfzh
edge_person_open_vbn,kdzh
edge_person_open_vbn,start_time
edge_person_open_vbn,end_time
edge_person_open_vbn,is_xiaohu
edge_person_open_vbn,khxm
edge_person_open_vbn,azdz
edge_person_open_vbn,tablename
edge_house_hiremate,start_person
edge_house_hiremate,end_person
edge_house_hiremate,fwdz
edge_house_hiremate,start_time
edge_house_hiremate,end_time
edge_company_workmate,start_person
edge_company_workmate,end_person
edge_company_workmate,start_time
edge_company_workmate,end_time
edge_company_workmate,dwmc
edge_find_common_hukou,sfzh1
edge_find_common_hukou,sfzh2
edge_find_common_hukou,hukou
edge_groupmsg,start_phone
edge_groupmsg,end_phone
edge_groupmsg,start_time
edge_groupmsg,end_time
edge_groupmsg,message_number
edge_groupcall,start_phone
edge_groupcall,end_phone
edge_groupcall,start_time
edge_groupcall,end_time
edge_groupcall,call_total_duration
edge_groupcall,call_total_times
edge_same_hotel_house,sfzh1
edge_same_hotel_house,sfzh2
edge_same_hotel_house,num
edge_same_hotel,sfzh1
edge_same_hotel,sfzh2
edge_same_hotel,num
edge_schoolmate,start_person
edge_schoolmate,end_person
edge_schoolmate,start_time
edge_schoolmate,end_time
edge_schoolmate,name
edge_phone_sameimei,start_phone
edge_phone_sameimei,end_phone
edge_phone_sameimei,start_time
edge_phone_sameimei,end_time
edge_phone_sameimei,times
edge_person_with_coach_travel,sfzh1
edge_person_with_coach_travel,sfzh2
edge_person_with_coach_travel,start_time
edge_person_with_coach_travel,end_time
edge_person_with_coach_travel,num
edge_person_with_airline_travel,sfzh1
edge_person_with_airline_travel,sfzh2
edge_person_with_airline_travel,start_time
edge_person_with_airline_travel,end_time
edge_person_with_airline_travel,num
edge_person_with_trainline_travel,sfzh1
edge_person_with_trainline_travel,sfzh2
edge_person_with_trainline_travel,start_time
edge_person_with_trainline_travel,end_time
edge_person_with_trainline_travel,num
edge_person_with_internetbar_surfing,sfzh1
edge_person_with_internetbar_surfing,sfzh2
edge_person_with_internetbar_surfing,start_time
edge_person_with_internetbar_surfing,end_time
edge_person_with_internetbar_surfing,num
edge_phone_wechat_phone,start_phone
edge_phone_wechat_phone,end_phone
edge_phone_wechat_phone,account
edge_phone_wechat_phone,start_time
edge_phone_wechat_phone,end_time
edge_phone_qq_phone,start_phone
edge_phone_qq_phone,end_phone
edge_phone_qq_phone,account
edge_phone_qq_phone,start_time
edge_phone_qq_phone,end_time
edge_phone_email_phone,start_phone
edge_phone_email_phone,end_phone
edge_phone_email_phone,account
edge_phone_email_phone,start_time
edge_phone_email_phone,end_time
edge_person_with_car,start_person
edge_person_with_car,end_autolpn
edge_person_with_car,count
edge_person_with_car,fullcount
relation_score_res,sfzh1
relation_score_res,sfzh2
relation_score_res,data
relation_score_res,last_tb_score
