tablename	table_desc	column	col_type	index
ods_gov_mca_civadm_marreg	婚姻登记信息	woman_educ_leve_name	string	44
ods_gov_mca_civadm_marreg	婚姻登记信息	man_mar_sta_code	string	45
ods_gov_mca_civadm_marreg	婚姻登记信息	man_mar_sta_name	string	46
ods_gov_mca_civadm_marreg	婚姻登记信息	woman_mar_sta_code	string	47
ods_gov_mca_civadm_marreg	婚姻登记信息	woman_mar_sta_name	string	48
ods_gov_mca_civadm_marreg	婚姻登记信息	man_ctct_tel	string	49
ods_gov_mca_civadm_marreg	婚姻登记信息	woman_ctct_tel	string	50
ods_gov_mca_civadm_marreg	婚姻登记信息	man_domic_addr_name	string	55
ods_gov_mca_civadm_marreg	婚姻登记信息	woman_domic_addr_name	string	56
ods_gov_mca_civadm_marreg	婚姻登记信息	man_pred_addr_name	string	59
ods_gov_mca_civadm_marreg	婚姻登记信息	woman_pred_addr_name	string	60
ods_gov_mca_civadm_marreg	婚姻登记信息	man_perm_place_acc_juri_city_level_addi_code	string	61
ods_gov_mca_civadm_marreg	婚姻登记信息	man_perm_place_acc_juri_city_level_admin_name	string	62
ods_gov_mca_civadm_marreg	婚姻登记信息	woman_perm_place_acc_juri_city_level_addi_code	string	63
ods_gov_mca_civadm_marreg	婚姻登记信息	woman_perm_place_acc_juri_city_level_admin_name	string	64
ods_gov_mca_civadm_marreg	婚姻登记信息	man_perm_place_acc_loc_addr_name	string	73
ods_gov_mca_civadm_marreg	婚姻登记信息	woman_perm_place_acc_loc_addr_name	string	74
ods_gov_mca_civadm_marreg	婚姻登记信息	undo_deci_num	string	93
ods_gov_mca_civadm_marreg	婚姻登记信息	marry_marr_regi_num	string	94
ods_gov_mca_civadm_marreg	婚姻登记信息	divo_marr_regi_num	string	95
ods_gov_mca_civadm_marreg	婚姻登记信息	issu_cert_date	string	96
ods_gov_mca_civadm_marreg	婚姻登记信息	regi_no	string	99
ods_gov_mca_civadm_marreg	婚姻登记信息	reg_date	string	100
ods_gov_mca_civadm_marreg	婚姻登记信息	remary_judge_flag	string	107
ods_gov_mca_civadm_marreg	婚姻登记信息	divo_reas_code	string	108
ods_gov_mca_civadm_marreg	婚姻登记信息	divo_reas_name	string	109
ods_soc_civ_avia_arrport_data	民航进港数据	flinum	string	12
ods_soc_civ_avia_arrport_data	民航进港数据	airline_code	string	13
ods_soc_civ_avia_arrport_data	民航进港数据	flight_pofix	string	15
ods_soc_civ_avia_arrport_data	民航进港数据	flight_date	string	16
ods_soc_civ_avia_arrport_data	民航进港数据	fly_init_nrt_airport_code	string	19
ods_soc_civ_avia_arrport_data	民航进港数据	fly_init_nrt_airport_name	string	20
ods_soc_civ_avia_arrport_data	民航进港数据	arr_at_air_airport_code	string	21
ods_soc_civ_avia_arrport_data	民航进港数据	arr_at_air_airport_name	string	22
ods_soc_civ_avia_arrport_data	民航进港数据	sail_time	string	23
ods_soc_civ_avia_arrport_data	民航进港数据	dock_time	string	24
ods_soc_civ_avia_arrport_data	民航进港数据	self_iden_code	string	29
ods_soc_civ_avia_arrport_data	民航进港数据	pass_for_name	string	33
ods_soc_civ_avia_arrport_data	民航进港数据	pass_name	string	34
ods_soc_civ_avia_arrport_data	民航进港数据	cred_num	string	40
ods_soc_civ_avia_arrport_data	民航进港数据	domic_addi_code	string	45
ods_soc_civ_avia_arrport_data	民航进港数据	domic_admin_name	string	46
ods_soc_civ_avia_arrport_data	民航进港数据	actu_live_addr_addr_name	string	50
ods_soc_civ_avia_arrport_data	民航进港数据	pass_seat_no	string	64
ods_soc_civ_avia_arrport_data	民航进港数据	shispa	string	66
ods_soc_civ_avia_leaport_data	民航离港数据	airline_code	string	12
ods_soc_civ_avia_leaport_data	民航离港数据	airline_name	string	13
ods_soc_civ_avia_leaport_data	民航离港数据	flinum	string	14
ods_soc_civ_avia_leaport_data	民航离港数据	flight_pofix	string	15
ods_soc_civ_avia_leaport_data	民航离港数据	flight_date	string	16
ods_soc_civ_avia_leaport_data	民航离港数据	fly_init_nrt_airport_code	string	17
ods_soc_civ_avia_leaport_data	民航离港数据	fly_init_nrt_airport_name	string	18
ods_soc_civ_avia_leaport_data	民航离港数据	arr_at_air_airport_code	string	19
ods_soc_civ_avia_leaport_data	民航离港数据	arr_at_air_airport_name	string	20
ods_soc_civ_avia_leaport_data	民航离港数据	sail_time	string	21
ods_soc_civ_avia_leaport_data	民航离港数据	dock_time	string	22
ods_soc_civ_avia_leaport_data	民航离港数据	cred_num	string	29
ods_soc_civ_avia_leaport_data	民航离港数据	pass_for_name	string	30
ods_soc_civ_avia_leaport_data	民航离港数据	pass_name	string	31
ods_soc_civ_avia_leaport_data	民航离港数据	pass_seat_no	string	46
ods_soc_civ_avia_rese	民航订票	coll_time	string	6
ods_soc_civ_avia_rese	民航订票	pass_no	string	11
ods_soc_civ_avia_rese	民航订票	pass_name	string	12
ods_soc_civ_avia_rese	民航订票	pass_for_first_name	string	13
ods_soc_civ_avia_rese	民航订票	pass_for_last_name	string	14
ods_soc_civ_avia_rese	民航订票	cred_num	string	15
ods_soc_civ_avia_rese	民航订票	domic_admin_name	string	19
ods_soc_civ_avia_rese	民航订票	carr_orga_airline_code	string	20
ods_soc_civ_avia_rese	民航订票	carr_orga_airline_name	string	21
ods_soc_civ_avia_rese	民航订票	flinum	string	22
ods_soc_civ_avia_rese	民航订票	flinum_pofix	string	23
ods_soc_civ_avia_rese	民航订票	fly_init_nrt_airport_code	string	24
ods_soc_civ_avia_rese	民航订票	fly_init_nrt_airport_name	string	25
ods_soc_civ_avia_rese	民航订票	staoff_date	string	26
ods_soc_civ_avia_rese	民航订票	staoff_time	string	27
ods_soc_civ_avia_rese	民航订票	arr_at_air_airport_code	string	28
ods_soc_civ_avia_rese	民航订票	arr_at_air_airport_name	string	29
ods_soc_civ_avia_rese	民航订票	arr_date	string	30
ods_soc_civ_avia_rese	民航订票	arr_time	string	31
ods_soc_civ_avia_rese	民航订票	hand_trans_date	string	58
ods_soc_civ_avia_rese	民航订票	pass_ctct_tel	string	62
ods_gov_ind_indcompr_reginf	工商主体登记信息	coll_time	string	6
ods_gov_ind_indcompr_reginf	工商主体登记信息	iacr_num	string	12
ods_gov_ind_indcompr_reginf	工商主体登记信息	org_code	string	13
ods_gov_ind_indcompr_reginf	工商主体登记信息	org_name	string	14
ods_gov_ind_indcompr_reginf	工商主体登记信息	soc_credit_code	string	15
ods_gov_ind_indcompr_reginf	工商主体登记信息	comp_name	string	16
ods_gov_ind_indcompr_reginf	工商主体登记信息	unit_tcode	string	17
ods_gov_ind_indcompr_reginf	工商主体登记信息	unit_tname	string	18
ods_gov_ind_indcompr_reginf	工商主体登记信息	ind_tcode	string	20
ods_gov_ind_indcompr_reginf	工商主体登记信息	ind_tname	string	21
ods_gov_ind_indcompr_reginf	工商主体登记信息	estbl_date	string	22
ods_gov_ind_indcompr_reginf	工商主体登记信息	reg_capiital	string	23
ods_gov_ind_indcompr_reginf	工商主体登记信息	com_comfor_desc	string	27
ods_gov_ind_indcompr_reginf	工商主体登记信息	prac_per_num	string	28
ods_gov_ind_indcompr_reginf	工商主体登记信息	comp_ra_addr_name	string	29
ods_gov_ind_indcompr_reginf	工商主体登记信息	busin_range_main	string	36
ods_gov_ind_indcompr_reginf	工商主体登记信息	busin_state_code	string	38
ods_gov_ind_indcompr_reginf	工商主体登记信息	busin_state_name	string	39
ods_gov_ind_indcompr_reginf	工商主体登记信息	busin_limit_time_due_date	string	40
ods_gov_ind_indcompr_reginf	工商主体登记信息	busin_limit_time_start_date	string	41
ods_gov_ind_indcompr_reginf	工商主体登记信息	produc_busin_addr_addr_name	string	45
ods_gov_ind_indcompr_reginf	工商主体登记信息	lent_name	string	49
ods_gov_ind_indcompr_reginf	工商主体登记信息	law_repr_cred_num	string	52
ods_gov_ind_indcompr_reginf	工商主体登记信息	law_repr_mob	string	53
ods_gov_ind_indcompr_reginf	工商主体登记信息	law_repr_residence_addr_name	string	55
ods_gov_ind_indcompr_reginf	工商主体登记信息	main_resp_pers_cert_no	string	60
ods_gov_ind_indcompr_reginf	工商主体登记信息	busin_lice_no	string	72
ods_gov_ind_indcompr_reginf	工商主体登记信息	indcompr_chaite_name	string	75
ods_gov_ind_indcompr_reginf	工商主体登记信息	chan_date	string	78
ods_soc_traf_raista_entper	火车站进站人员信息	name	string	10
ods_soc_traf_raista_entper	火车站进站人员信息	cert_no	string	13
ods_soc_traf_raista_entper	火车站进站人员信息	riding_date	string	14
ods_soc_traf_raista_entper	火车站进站人员信息	train_tic_no	string	15
ods_soc_traf_raista_entper	火车站进站人员信息	train_no	string	16
ods_soc_traf_raista_entper	火车站进站人员信息	coach_no	string	17
ods_soc_traf_raista_entper	火车站进站人员信息	seat_no	string	18
ods_soc_traf_raista_entper	火车站进站人员信息	dep_time	string	19
ods_soc_traf_raista_entper	火车站进站人员信息	entsta_time	string	20
ods_soc_traf_raista_entper	火车站进站人员信息	entsta_meth	string	21
ods_soc_traf_raista_entper	火车站进站人员信息	rail_site_name	string	22
ods_soc_traf_raista_entper	火车站进站人员信息	dep_stat_rail_site_name	string	23
ods_soc_traf_raista_entper	火车站进站人员信息	staoff_stat_rail_site_name	string	24
ods_soc_traf_raista_entper	火车站进站人员信息	arr_stat_rail_site_name	string	25
ods_soc_traf_raista_entper	火车站进站人员信息	terminus_rail_site_name	string	26
ods_soc_traf_raiway_saltic_data	铁路售票数据	coll_time	string	6
ods_soc_traf_raiway_saltic_data	铁路售票数据	cred_num	string	13
ods_soc_traf_raiway_saltic_data	铁路售票数据	name	string	18
ods_soc_traf_raiway_saltic_data	铁路售票数据	nation_desig	string	23
ods_soc_traf_raiway_saltic_data	铁路售票数据	domic_addr_name	string	25
ods_soc_traf_raiway_saltic_data	铁路售票数据	ctct_tel	string	30
ods_soc_traf_raiway_saltic_data	铁路售票数据	riding_date	string	31
ods_soc_traf_raiway_saltic_data	铁路售票数据	dep_time	string	32
ods_soc_traf_raiway_saltic_data	铁路售票数据	train_no	string	33
ods_soc_traf_raiway_saltic_data	铁路售票数据	train_num	string	34
ods_soc_traf_raiway_saltic_data	铁路售票数据	dep_stat_desig	string	35
ods_soc_traf_raiway_saltic_data	铁路售票数据	arr_stat_desig	string	38
ods_soc_traf_raiway_saltic_data	铁路售票数据	train_tic_no	string	41
ods_soc_traf_raiway_saltic_data	铁路售票数据	coach_no	string	42
ods_soc_traf_raiway_saltic_data	铁路售票数据	seat_no	string	43
ods_soc_traf_raiway_saltic_data	铁路售票数据	trasta_code	string	44
ods_soc_traf_raiway_saltic_data	铁路售票数据	trasta_name	string	45
ods_soc_traf_raiway_saltic_data	铁路售票数据	tic_date	string	55
ods_soc_traf_raiway_saltic_data	铁路售票数据	book_pers_cred_num	string	66
ods_soc_lgs_expr_integ_info	快递信息表	expr_comp_com_abb	string	11
ods_soc_lgs_expr_integ_info	快递信息表	expr_comp_comp_name	string	12
ods_soc_lgs_expr_integ_info	快递信息表	order_no	string	13
ods_soc_lgs_expr_integ_info	快递信息表	sener_mob	string	24
ods_soc_lgs_expr_integ_info	快递信息表	sener_fixed_tel	string	25
ods_soc_lgs_expr_integ_info	快递信息表	sener_addr_name	string	26
ods_soc_lgs_expr_integ_info	快递信息表	rece_per_ctct_tel	string	34
ods_soc_lgs_expr_integ_info	快递信息表	rece_per_fixed_tel	string	35
ods_soc_lgs_expr_integ_info	快递信息表	rece_per_addr_name	string	36
ods_soc_lgs_expr_integ_info	快递信息表	deliv_time	string	43
ods_soc_lgs_expr_integ_info	快递信息表	send_good_time	string	44
ods_soc_lgs_expr_integ_info	快递信息表	colmat_time	string	45
ods_soc_lgs_expr_integ_info	快递信息表	maiitem_clas_name	string	49
ods_soc_lgs_expr_integ_info	快递信息表	mai_goods_name	string	50
ods_soc_lgs_expr_integ_info	快递信息表	waybill_no	string	75
ods_soc_lgs_expr_integ_info	快递信息表	sendi_addi_code	string	81
ods_soc_lgs_expr_integ_info	快递信息表	sendi_admin_name	string	82
ods_soc_lgs_expr_integ_info	快递信息表	sendi_prov_level_prcico_code	string	83
ods_soc_lgs_expr_integ_info	快递信息表	sendi_prov_level_prcico_name	string	84
ods_soc_lgs_expr_integ_info	快递信息表	sendi_city_level_prcico_code	string	85
ods_soc_lgs_expr_integ_info	快递信息表	sendi_city_level_prcico_name	string	86
ods_soc_lgs_expr_integ_info	快递信息表	sendi_own_coun_prcico_code	string	87
ods_soc_lgs_expr_integ_info	快递信息表	sendi_own_coun_prcico_name	string	88
ods_soc_lgs_expr_integ_info	快递信息表	receipt_addi_code	string	89
ods_soc_lgs_expr_integ_info	快递信息表	receipt_admin_name	string	90
ods_soc_lgs_expr_integ_info	快递信息表	receipt_prov_level_prcico_code	string	91
ods_soc_lgs_expr_integ_info	快递信息表	receipt_prov_level_prcico_name	string	92
ods_soc_lgs_expr_integ_info	快递信息表	receipt_city_level_prcico_code	string	93
ods_soc_lgs_expr_integ_info	快递信息表	receipt_city_level_prcico_name	string	94
ods_soc_lgs_expr_integ_info	快递信息表	receipt_own_coun_prcico_code	string	95
ods_soc_lgs_expr_integ_info	快递信息表	receipt_own_coun_prcico_name	string	96
ods_soc_sbd_phone_owner	机主表	coll_time	string	6
ods_soc_sbd_phone_owner	机主表	info_dele_judge_flag	string	9
ods_soc_sbd_phone_owner	机主表	user_name	string	11
ods_soc_sbd_phone_owner	机主表	nation_desig	string	15
ods_soc_sbd_phone_owner	机主表	tel_card_no	string	16
ods_soc_sbd_phone_owner	机主表	mob	string	18
ods_soc_sbd_phone_owner	机主表	user_stat_stat_name	string	21
ods_soc_sbd_phone_owner	机主表	stomac_date	string	22
ods_soc_sbd_phone_owner	机主表	broban_accnum	string	23
ods_soc_sbd_phone_owner	机主表	ente_net_time	string	25
ods_soc_sbd_phone_owner	机主表	cred_num	string	35
ods_soc_sbd_phone_owner	机主表	loseff_time	string	66
ods_soc_sbd_phone_owner	机主表	dismac_time	string	67
ods_soc_sbd_phone_owner	机主表	accep_time	string	68
ods_soc_sbd_phone_owner	机主表	proc_time	string	69
ods_pol_sec_inbord_pers_lodg	境内人员住宿信息	hotel_no	string	10
ods_pol_sec_inbord_pers_lodg	境内人员住宿信息	hote_name	string	11
ods_pol_sec_inbord_pers_lodg	境内人员住宿信息	hotel_busin_lice_no	string	12
ods_pol_sec_inbord_pers_lodg	境内人员住宿信息	hotel_addr_addr_name	string	13
ods_pol_sec_inbord_pers_lodg	境内人员住宿信息	name	string	23
ods_pol_sec_inbord_pers_lodg	境内人员住宿信息	nation_desig	string	30
ods_pol_sec_inbord_pers_lodg	境内人员住宿信息	nation_name	string	32
ods_pol_sec_inbord_pers_lodg	境内人员住宿信息	cred_num	string	37
ods_pol_sec_inbord_pers_lodg	境内人员住宿信息	cert_no	string	38
ods_pol_sec_inbord_pers_lodg	境内人员住宿信息	native_addi_name	string	52
ods_pol_sec_inbord_pers_lodg	境内人员住宿信息	domic_addr_name	string	53
ods_pol_sec_inbord_pers_lodg	境内人员住宿信息	admi_time	string	56
ods_pol_sec_inbord_pers_lodg	境内人员住宿信息	lodg_day_num	string	58
ods_pol_sec_inbord_pers_lodg	境内人员住宿信息	room_no	string	59
ods_pol_sec_inbord_pers_lodg	境内人员住宿信息	chout_time	string	61
ods_pol_sec_oversea_pers_lodg	境外人员住宿信息	for_first_name	string	11
ods_pol_sec_oversea_pers_lodg	境外人员住宿信息	for_last_name	string	12
ods_pol_sec_oversea_pers_lodg	境外人员住宿信息	for_name	string	13
ods_pol_sec_oversea_pers_lodg	境外人员住宿信息	nation_code	string	20
ods_pol_sec_oversea_pers_lodg	境外人员住宿信息	nation_name	string	21
ods_pol_sec_oversea_pers_lodg	境外人员住宿信息	comm_cert_name	string	25
ods_pol_sec_oversea_pers_lodg	境外人员住宿信息	cred_num	string	26
ods_pol_sec_oversea_pers_lodg	境外人员住宿信息	hotel_id	string	63
ods_pol_sec_oversea_pers_lodg	境外人员住宿信息	hotel_no	string	64
ods_pol_sec_oversea_pers_lodg	境外人员住宿信息	hote_name	string	65
ods_pol_sec_oversea_pers_lodg	境外人员住宿信息	hotel_busin_lice_no	string	66
ods_pol_sec_oversea_pers_lodg	境外人员住宿信息	room_no	string	73
ods_pol_sec_oversea_pers_lodg	境外人员住宿信息	lodg_day_num	string	76
ods_pol_sec_oversea_pers_lodg	境外人员住宿信息	admi_time	string	80
