dm	mc	lb	bz
DM01	注册	person_rel_phone_type	人关联电话类型
DM02	关联	person_rel_phone_type	人关联电话类型
DM03	注销	person_rel_phone_type	人关联电话类型
DM04	持有（机主）	person_rel_phone_type	人关联电话类型
111	居民身份证	sfz_type	身份证件类型
112	临时居民身份证	sfz_type	身份证件类型
F001	香港身份证	sfz_type	身份证件类型
F002	澳门身份证	sfz_type	身份证件类型
F003	台湾身份证	sfz_type	身份证件类型
DC01	报案	case_link_person_type	身份关联案件
DC02	受害	case_link_person_type	身份关联案件
DC03	嫌疑	case_link_person_type	身份关联案件
DC04	证人	case_link_person_type	身份关联案件
DZ001	出生地址	person_address_type	地址类别
DZ002	身份证地址	person_address_type	地址类别
DZ003	户籍地址	person_address_type	地址类别
DZ004	现住/居住地址	person_address_type	地址类别
DZ005	暂住地址	person_address_type	地址类别
DZ006	家庭地址	person_address_type	地址类别
DZ007	工作地址	person_address_type	地址类别
DZ008	用水地址	person_address_type	地址类别
DZ009	用电地址	person_address_type	地址类别
DSCH001	雇佣	person_link_school_type	人关联学校类型
DSCH002	就读	person_link_school_type	人关联学校类型
RR01	伴随	phone_link_phone_type	电话间关系类型
RR03	同卡	phone_link_phone_type	电话间关系类型
RR01	伴随	imsi_link_imsi_type	imsi间关系类型
RR02	同机	imsi_link_imsi_type	imsi间关系类型
CZ01	案发地址	case_address_type	案件关联地址类型
RR01	伴随	phone_link_imsi_type	电话与imsi关系类型
RR03	同卡	phone_link_imsi_type	电话与imsi关系类型
DCOM001	法人	person_link_com_type	人与公司间关系类型
DCOM002	雇佣	person_link_com_type	人与公司间关系类型
DCOM003	股东	person_link_com_type	人与公司间关系类型
DHU01	所有	person_link_house_type	人关联房屋类型
DHU02	租住	person_link_house_type	人关联房屋类型
DHU03	出售	person_link_house_type	人关联房屋类型
DHU04	买入	person_link_house_type	人关联房屋类型
DHU05	居住	person_link_house_type	人关联房屋类型
DHU06	寄住	person_link_house_type	人关联房屋类型
111	居民身份证	other_zjhm_type	其他证件号码类型
112	临时居民身份证	other_zjhm_type	其他证件号码类型
113	户口簿	other_zjhm_type	其他证件号码类型
114	中国人民解放军军官证	other_zjhm_type	其他证件号码类型
115	中国人民武装警察部队警官证	other_zjhm_type	其他证件号码类型
116	暂住证	other_zjhm_type	其他证件号码类型
117	出生医学证明	other_zjhm_type	其他证件号码类型
118	中国人民解放军士兵证	other_zjhm_type	其他证件号码类型
119	中国人民武装警察部队士兵证	other_zjhm_type	其他证件号码类型
121	法官证	other_zjhm_type	其他证件号码类型
123	人民警察证	other_zjhm_type	其他证件号码类型
125	检察官证	other_zjhm_type	其他证件号码类型
127	律师证	other_zjhm_type	其他证件号码类型
129	记者证	other_zjhm_type	其他证件号码类型
131	工作证	other_zjhm_type	其他证件号码类型
133	学生证	other_zjhm_type	其他证件号码类型
151	出入证	other_zjhm_type	其他证件号码类型
153	临时出入证	other_zjhm_type	其他证件号码类型
154	居住证	other_zjhm_type	其他证件号码类型
157	医疗证	other_zjhm_type	其他证件号码类型
159	劳保证	other_zjhm_type	其他证件号码类型
161	献血证	other_zjhm_type	其他证件号码类型
163	保险单	other_zjhm_type	其他证件号码类型
191	会员证	other_zjhm_type	其他证件号码类型
211	离休证	other_zjhm_type	其他证件号码类型
212	中国人民解放军军官离休证	other_zjhm_type	其他证件号码类型
213	退休证	other_zjhm_type	其他证件号码类型
214	中国人民解放军军官退休证	other_zjhm_type	其他证件号码类型
215	老年证	other_zjhm_type	其他证件号码类型
216	中国人民武装警察部队警官离休证	other_zjhm_type	其他证件号码类型
217	残疾证	other_zjhm_type	其他证件号码类型
218	中国人民武装警察部队警官退休证	other_zjhm_type	其他证件号码类型
219	结婚证	other_zjhm_type	其他证件号码类型
221	离婚证	other_zjhm_type	其他证件号码类型
223	独生子女证	other_zjhm_type	其他证件号码类型
225	毕业证	other_zjhm_type	其他证件号码类型
227	肄业证	other_zjhm_type	其他证件号码类型
229	结业证	other_zjhm_type	其他证件号码类型
231	学位证	other_zjhm_type	其他证件号码类型
233	军人通行证	other_zjhm_type	其他证件号码类型
240	社会医疗保障卡	other_zjhm_type	其他证件号码类型
241	公共交通卡	other_zjhm_type	其他证件号码类型
291	证明信	other_zjhm_type	其他证件号码类型
311	持枪证	other_zjhm_type	其他证件号码类型
313	枪证	other_zjhm_type	其他证件号码类型
315	枪支（弹药）携运许可证	other_zjhm_type	其他证件号码类型
317	砍伐证	other_zjhm_type	其他证件号码类型
319	准运证	other_zjhm_type	其他证件号码类型
321	准购证	other_zjhm_type	其他证件号码类型
323	粮油证	other_zjhm_type	其他证件号码类型
325	购煤证	other_zjhm_type	其他证件号码类型
327	购煤气证	other_zjhm_type	其他证件号码类型
329	房屋产权证	other_zjhm_type	其他证件号码类型
331	土地使用证	other_zjhm_type	其他证件号码类型
333	车辆通行证	other_zjhm_type	其他证件号码类型
335	机动车驾驶证	other_zjhm_type	其他证件号码类型
336	机动车临时驾驶许可证	other_zjhm_type	其他证件号码类型
337	机动车行驶证	other_zjhm_type	其他证件号码类型
339	机动车登记证书	other_zjhm_type	其他证件号码类型
341	机动车年检合格证	other_zjhm_type	其他证件号码类型
343	春运合格证	other_zjhm_type	其他证件号码类型
345	飞机驾驶证	other_zjhm_type	其他证件号码类型
347	船舶驾驶证	other_zjhm_type	其他证件号码类型
349	船舶行驶证	other_zjhm_type	其他证件号码类型
350	船舶搭靠外轮许可证	other_zjhm_type	其他证件号码类型
353	汽车号牌	other_zjhm_type	其他证件号码类型
355	拖拉机号牌	other_zjhm_type	其他证件号码类型
357	摩托车号牌	other_zjhm_type	其他证件号码类型
359	船舶牌	other_zjhm_type	其他证件号码类型
361	三轮车号牌	other_zjhm_type	其他证件号码类型
363	自行车号牌	other_zjhm_type	其他证件号码类型
391	残疾人机动轮椅车号牌	other_zjhm_type	其他证件号码类型
411	外交护照	other_zjhm_type	其他证件号码类型
412	公务护照	other_zjhm_type	其他证件号码类型
413	公务普通护照	other_zjhm_type	其他证件号码类型
414	普通护照	other_zjhm_type	其他证件号码类型
415	旅行证	other_zjhm_type	其他证件号码类型
416	出入境通行证	other_zjhm_type	其他证件号码类型
417	外国人出入境通行证	other_zjhm_type	其他证件号码类型
418	外国人旅行证	other_zjhm_type	其他证件号码类型
419	海员证	other_zjhm_type	其他证件号码类型
420	香港特别行政区护照	other_zjhm_type	其他证件号码类型
421	澳门特别行政区护照	other_zjhm_type	其他证件号码类型
511	台湾居民来往大陆通行证（多次有效）	other_zjhm_type	其他证件号码类型
512	台湾居民来往大陆通行证（一次有效）	other_zjhm_type	其他证件号码类型
513	往来港澳通行证	other_zjhm_type	其他证件号码类型
515	前往港澳通行证	other_zjhm_type	其他证件号码类型
516	港澳居民来往内地通行证	other_zjhm_type	其他证件号码类型
517	往来台湾通行证	other_zjhm_type	其他证件号码类型
518	因公往来香港澳门特别行政区通行证	other_zjhm_type	其他证件号码类型
552	台湾居民定居证	other_zjhm_type	其他证件号码类型
553	外国人永久居留证	other_zjhm_type	其他证件号码类型
554	外国人居留证或居留许可	other_zjhm_type	其他证件号码类型
555	外国人临时居留证	other_zjhm_type	其他证件号码类型
556	入籍证书	other_zjhm_type	其他证件号码类型
557	退籍证书	other_zjhm_type	其他证件号码类型
558	复籍证书	other_zjhm_type	其他证件号码类型
620	海上值勤证（红色）	other_zjhm_type	其他证件号码类型
621	海上值勤证（蓝色）	other_zjhm_type	其他证件号码类型
631	出海船民证	other_zjhm_type	其他证件号码类型
633	出海船舶户口簿	other_zjhm_type	其他证件号码类型
634	出海船舶边防登记簿	other_zjhm_type	其他证件号码类型
635	搭靠台轮许可证	other_zjhm_type	其他证件号码类型
636	台湾居民登陆证	other_zjhm_type	其他证件号码类型
637	台湾船员登陆证	other_zjhm_type	其他证件号码类型
638	临时入境许可（船员）	other_zjhm_type	其他证件号码类型
639	对台劳务人员登轮作业证	other_zjhm_type	其他证件号码类型
640	合资船船员登陆证	other_zjhm_type	其他证件号码类型
641	合资船船员登轮作业证	other_zjhm_type	其他证件号码类型
642	粤港澳流动渔民证	other_zjhm_type	其他证件号码类型
643	粤港澳临时流动渔民证	other_zjhm_type	其他证件号码类型
644	粤港澳流动渔船户口簿	other_zjhm_type	其他证件号码类型
647	登轮许可证	other_zjhm_type	其他证件号码类型
650	劳务人员登轮作业证	other_zjhm_type	其他证件号码类型
711	边境管理区通行证	other_zjhm_type	其他证件号码类型
721	中朝鸭绿江、图们江水文作业证	other_zjhm_type	其他证件号码类型
722	朝中鸭绿江、图们江水文作业证	other_zjhm_type	其他证件号码类型
723	中朝流筏固定代表证	other_zjhm_type	其他证件号码类型
724	朝中流筏固定代表证	other_zjhm_type	其他证件号码类型
725	中朝鸭绿江、图们江船员证	other_zjhm_type	其他证件号码类型
726	朝中鸭绿江、图们江船员证	other_zjhm_type	其他证件号码类型
727	中朝边境地区公安总代表证	other_zjhm_type	其他证件号码类型
728	朝中边境地区安全总代表证	other_zjhm_type	其他证件号码类型
729	中朝边境地区公安副总代表证	other_zjhm_type	其他证件号码类型
730	朝中边境地区安全副总代表证	other_zjhm_type	其他证件号码类型
731	中朝边境地区公安代表证	other_zjhm_type	其他证件号码类型
732	朝中边境地区安全代表证	other_zjhm_type	其他证件号码类型
733	中朝边境地区出入境通行证（甲、乙种本）	other_zjhm_type	其他证件号码类型
734	朝中边境公务通行证	other_zjhm_type	其他证件号码类型
735	朝中边境住民国境通行证	other_zjhm_type	其他证件号码类型
736	中蒙边境地区出入境通行证（甲、乙种本）	other_zjhm_type	其他证件号码类型
737	蒙中边境地区出入境通行证	other_zjhm_type	其他证件号码类型
738	中缅边境地区出入境通行证	other_zjhm_type	其他证件号码类型
739	缅甸中国边界通行证	other_zjhm_type	其他证件号码类型
740	云南省边境地区境外边民入出境证	other_zjhm_type	其他证件号码类型
741	中尼边境地区出入境通行证	other_zjhm_type	其他证件号码类型
742	尼中边境地区出入境通行证	other_zjhm_type	其他证件号码类型
743	中越边境地区出入境通行证	other_zjhm_type	其他证件号码类型
744	越中边境地区出入境通行证	other_zjhm_type	其他证件号码类型
745	中老边境地区出入境通行证	other_zjhm_type	其他证件号码类型
746	老中边境地区出入境通行证	other_zjhm_type	其他证件号码类型
747	中印边境地区出入境通行证	other_zjhm_type	其他证件号码类型
748	印中边境地区出入境通行证	other_zjhm_type	其他证件号码类型
761	深圳市过境耕作证	other_zjhm_type	其他证件号码类型
765	贸易证	other_zjhm_type	其他证件号码类型
771	铁路员工证	other_zjhm_type	其他证件号码类型
781	机组人员证	other_zjhm_type	其他证件号码类型
791	外交人员身份证明	other_zjhm_type	其他证件号码类型
792	境外人员身份证明	other_zjhm_type	其他证件号码类型
811	组织机构代码证书	other_zjhm_type	其他证件号码类型
812	单位注销证明	other_zjhm_type	其他证件号码类型
813	驻华机构证明	other_zjhm_type	其他证件号码类型
821	营业执照（正本）	other_zjhm_type	其他证件号码类型
822	营业执照（副本）	other_zjhm_type	其他证件号码类型
990	其他	other_zjhm_type	其他证件号码类型
1030036	微信	im_acccount_type	用户帐号类型
1520070	（忽略）	im_acccount_type	用户帐号类型
1330001	新浪微博	im_acccount_type	用户帐号类型
1030001	QQ	im_acccount_type	用户帐号类型
1170001	中国移动彩信	im_acccount_type	用户帐号类型
1	火车	order_type	订单类型
2	航班	order_type	订单类型
3	汽车	order_type	订单类型
4	宾馆	order_type	订单类型
5	其他	order_type	订单类型
6	快递	order_type	订单类型
100	亲属关系	person_link_person_type	人的身份关系
101	本人	person_link_person_type	人的身份关系
102	户主	person_link_person_type	人的身份关系
110	配偶	person_link_person_type	人的身份关系
111	夫	person_link_person_type	人的身份关系
112	妻	person_link_person_type	人的身份关系
120	子	person_link_person_type	人的身份关系
121	独生子	person_link_person_type	人的身份关系
122	长子	person_link_person_type	人的身份关系
123	次子	person_link_person_type	人的身份关系
124	三子	person_link_person_type	人的身份关系
125	四子	person_link_person_type	人的身份关系
126	五子	person_link_person_type	人的身份关系
127	养子或继子	person_link_person_type	人的身份关系
128	女婿	person_link_person_type	人的身份关系
129	其它儿子	person_link_person_type	人的身份关系
